"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Algeria","DZA","Surface area (sq. km)","AG.SRF.TOTL.K2","","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740",
"East Asia & Pacific (developing only)","EAP","Surface area (sq. km)","AG.SRF.TOTL.K2","","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16268160","16268160","16270200","16270280","16270280","16270280","16270280","16270280","16270280","16270280","16268940","16268950","16268950","16269620","16270990","16271020","16271040","16271040","16271030","16271020","16271020","16271020","16271020","16269140","16269144.2","16269193.2","16269202.7","16269206.5","16271103.8","16271103.4","16271102.8","16270941.8","16270942","16270848","16270842","16270863","16270863","16270863","16270863",
"East Asia & Pacific (all income levels)","EAS","Surface area (sq. km)","AG.SRF.TOTL.K2","","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24820770","24820770","24822810","24822890","24822890","24822890","24822890","24822890","24822890","24822890","24821550","24821560","24821560","24822230","24824060","24824090","24824110","24824110","24824110","24824110","24824110","24824110","24824110","24822240","24822610.2","24822725.2","24822766.7","24822803.5","24824730.8","24824776","24824827","24824791","24824868.5","24824909.7","24824910.9","24825058.9","24825178.3","24825178.3","24825178.3",
"Europe & Central Asia (developing only)","ECA","Surface area (sq. km)","AG.SRF.TOTL.K2","","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385527","6385529","6385599","6385599","6385609","6385609","6385599","6385599","6385599","6385599","6385599","6385599","6385599","6385619","6385619","6385619","6385619","6385619","6385618","6385618","6385618","6385618","6385618","6385618","6385618",
"Europe & Central Asia (all income levels)","ECS","Surface area (sq. km)","AG.SRF.TOTL.K2","","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360847","28360849","28360939","28360949","28360979","28361059","28429799","28429729","28429729","28461859","28461879","28462189","28462239","28462319","28462339","28462629","28462618","28462634","28462769","28462959","28462901","28460395","28460411","28460411","28460411",
"Ecuador","ECU","Surface area (sq. km)","AG.SRF.TOTL.K2","","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","283560","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370","256370",
"Egypt, Arab Rep.","EGY","Surface area (sq. km)","AG.SRF.TOTL.K2","","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450","1001450",
"Euro area","EMU","Surface area (sq. km)","AG.SRF.TOTL.K2","","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725255","2725275","2725285","2725305","2725315","2725315","2725315","2725315","2757445","2757465","2757775","2757825","2757835","2757855","2758155","2758144","2758160","2758296","2758480","2758422","2758796","2758812","2758812","2758812",
"Eritrea","ERI","Surface area (sq. km)","AG.SRF.TOTL.K2","","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600","117600",
"Spain","ESP","Surface area (sq. km)","AG.SRF.TOTL.K2","","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505990","505000","505020","505320","505370","505370","505370","505370","505370","505370","505370","505600","505600","505940","505940","505940","505940",
"Estonia","EST","Surface area (sq. km)","AG.SRF.TOTL.K2","","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230","45230",
"Ethiopia","ETH","Surface area (sq. km)","AG.SRF.TOTL.K2","","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1221900","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300","1104300",
"European Union","EUU","Surface area (sq. km)","AG.SRF.TOTL.K2","","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352765","4352785","4352795","4352815","4352895","4352895","4352825","4352825","4384955","4384975","4385285","4385335","4385405","4385425","4385715","4385704","4385720","4385856","4386040","4385982","4383476","4383492","4383492","4383492",
"Fragile and conflict affected situations","FCS","Surface area (sq. km)","AG.SRF.TOTL.K2","","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14762328","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14763208","14760128","14760128","14778260.5","14778260.5","14778260.5","14778260.5","14778260.5",
"Finland","FIN","Surface area (sq. km)","AG.SRF.TOTL.K2","","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338150","338440","338420","338420","338420","338420","338420","338420","338420","338420","338420",
"Fiji","FJI","Surface area (sq. km)","AG.SRF.TOTL.K2","","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270",
"France","FRA","Surface area (sq. km)","AG.SRF.TOTL.K2","","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549086","549087","549087","549087","549087","549091","549087","549087","549087",
"Faroe Islands","FRO","Surface area (sq. km)","AG.SRF.TOTL.K2","","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396",
"Micronesia, Fed. Sts.","FSM","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700",
"Gabon","GAB","Surface area (sq. km)","AG.SRF.TOTL.K2","","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670","267670",
"United Kingdom","GBR","Surface area (sq. km)","AG.SRF.TOTL.K2","","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610",
"Georgia","GEO","Surface area (sq. km)","AG.SRF.TOTL.K2","","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700","69700",
"Ghana","GHA","Surface area (sq. km)","AG.SRF.TOTL.K2","","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540","238540",
"Guinea","GIN","Surface area (sq. km)","AG.SRF.TOTL.K2","","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860","245860",
"Gambia, The","GMB","Surface area (sq. km)","AG.SRF.TOTL.K2","","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300","11300",
"Guinea-Bissau","GNB","Surface area (sq. km)","AG.SRF.TOTL.K2","","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130","36130",
"Equatorial Guinea","GNQ","Surface area (sq. km)","AG.SRF.TOTL.K2","","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050",
"Greece","GRC","Surface area (sq. km)","AG.SRF.TOTL.K2","","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960","131960",
"Grenada","GRD","Surface area (sq. km)","AG.SRF.TOTL.K2","","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340",
"Greenland","GRL","Surface area (sq. km)","AG.SRF.TOTL.K2","","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450",
"Guatemala","GTM","Surface area (sq. km)","AG.SRF.TOTL.K2","","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890","108890",
"Guam","GUM","Surface area (sq. km)","AG.SRF.TOTL.K2","","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540",
"Guyana","GUY","Surface area (sq. km)","AG.SRF.TOTL.K2","","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970","214970",
"High income","HIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421692.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57421602.4","57422062.4","57422082.4","57422102.4","57422112.4","57422142.4","57422232.4","57490982.4","57490912.4","57490912.4","57525992.4","57526378.4","57526754.4","57526846.4","57526949.4","57527009.4","57527345","57527395.6","57727026.6","57727239.9","57727567.1","57727521.3","57725145.3","57725275.7","57725275.7","57725275.7",
"Hong Kong SAR, China","HKG","Surface area (sq. km)","AG.SRF.TOTL.K2","","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1070","1080","1090","1090","1090","1090","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100","1100",
"Honduras","HND","Surface area (sq. km)","AG.SRF.TOTL.K2","","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490","112490",
"Heavily indebted poor countries (HIPC)","HPC","Surface area (sq. km)","AG.SRF.TOTL.K2","","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20510951","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","20393351","19767153.5","19767153.5","19767153.5","19767153.5","19767153.5",
"Croatia","HRV","Surface area (sq. km)","AG.SRF.TOTL.K2","","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56540","56610","56610","56540","56540","56540","56540","56540","56540","56590","56590","56590","56590","56590","56590","56590","56590","56590","56590","56590","56590",
"Haiti","HTI","Surface area (sq. km)","AG.SRF.TOTL.K2","","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750","27750",
"Hungary","HUN","Surface area (sq. km)","AG.SRF.TOTL.K2","","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030","93030",
"Indonesia","IDN","Surface area (sq. km)","AG.SRF.TOTL.K2","","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930",
"Isle of Man","IMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570",
"India","IND","Surface area (sq. km)","AG.SRF.TOTL.K2","","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260",
"Not classified","INX","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Surface area (sq. km)","AG.SRF.TOTL.K2","","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280",
"Iran, Islamic Rep.","IRN","Surface area (sq. km)","AG.SRF.TOTL.K2","","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150",
"Iraq","IRQ","Surface area (sq. km)","AG.SRF.TOTL.K2","","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","435240","435240","435240","435240","435240","435240","435240",
"Iceland","ISL","Surface area (sq. km)","AG.SRF.TOTL.K2","","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000",
"Israel","ISR","Surface area (sq. km)","AG.SRF.TOTL.K2","","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070",
"Italy","ITA","Surface area (sq. km)","AG.SRF.TOTL.K2","","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340",
"Jamaica","JAM","Surface area (sq. km)","AG.SRF.TOTL.K2","","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990",
"Jordan","JOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","89320","89320","89320","89320","89320","89320","89320",
"Japan","JPN","Surface area (sq. km)","AG.SRF.TOTL.K2","","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377880","377890","377900","377910","377910","377920","377930","377940","377947","377950","377955","377960","377962","377962","377962",
"Kazakhstan","KAZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902","2724902",
"Kenya","KEN","Surface area (sq. km)","AG.SRF.TOTL.K2","","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370",
"Kyrgyz Republic","KGZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199949","199949","199949","199949","199949","199949","199949",
"Cambodia","KHM","Surface area (sq. km)","AG.SRF.TOTL.K2","","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040",
"Kiribati","KIR","Surface area (sq. km)","AG.SRF.TOTL.K2","","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810",
"St. Kitts and Nevis","KNA","Surface area (sq. km)","AG.SRF.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260",
"Korea, Rep.","KOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99540","99590","99600","99620","99650","99680","99720","99830","99900","100030","100030","100150","100266","100266","100266",
"Kosovo","KSV","Surface area (sq. km)","AG.SRF.TOTL.K2","","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887",
"Kuwait","KWT","Surface area (sq. km)","AG.SRF.TOTL.K2","","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820",
"Latin America & Caribbean (developing only)","LAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15796480","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769290","15769282","15769282","15769280","15769281","15769281","15769281",
"Lao PDR","LAO","Surface area (sq. km)","AG.SRF.TOTL.K2","","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800",
